@relation bank-weka.filters.supervised.attribute.MergeNominalValues-L0.05-Rfirst-last

@attribute age numeric
@attribute job_merged_values {admin._or_housemaid_or_management,blue-collar,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,retired_or_student_or_unknown}
@attribute marital_merged_values {divorced_or_single,married}
@attribute education_merged_values {primary_or_secondary_or_unknown,tertiary}
@attribute default_merged_values {no_or_yes}
@attribute balance numeric
@attribute housing {no,yes}
@attribute loan {no,yes}
@attribute contact_merged_values {cellular_or_telephone,unknown}
@attribute day numeric
@attribute month_merged_values {apr_or_feb,aug_or_jan_or_jul_or_jun_or_nov,dec_or_mar_or_oct_or_sep,may}
@attribute duration numeric
@attribute campaign numeric
@attribute pdays numeric
@attribute previous numeric
@attribute poutcome {failure,other,success,unknown}
@attribute y {no,yes}

@data
40,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,952,no,yes,unknown,12,aug_or_jan_or_jul_or_jun_or_nov,140,1,-1,0,unknown,no
59,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,1427,no,no,unknown,18,aug_or_jan_or_jul_or_jun_or_nov,140,2,-1,0,unknown,no
43,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,1017,yes,no,unknown,19,may,257,2,-1,0,unknown,no
41,admin._or_housemaid_or_management,married,tertiary,no_or_yes,-29,no,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,41,2,266,2,failure,no
33,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,9,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,91,2,-1,0,unknown,no
33,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,4040,yes,no,cellular_or_telephone,20,apr_or_feb,132,2,-1,0,unknown,no
36,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,13,no,no,unknown,3,aug_or_jan_or_jul_or_jun_or_nov,284,1,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1259,no,no,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,184,2,-1,0,unknown,no
25,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,18,yes,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,225,1,-1,0,unknown,no
25,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,-76,yes,no,unknown,12,may,241,3,-1,0,unknown,no
38,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,221,no,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,79,3,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,136,yes,no,cellular_or_telephone,22,apr_or_feb,156,1,-1,0,unknown,no
67,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,16353,no,no,cellular_or_telephone,27,dec_or_mar_or_oct_or_sep,223,2,-1,0,unknown,no
32,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,-63,yes,no,unknown,30,may,198,1,-1,0,unknown,no
45,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,7353,no,no,cellular_or_telephone,13,aug_or_jan_or_jul_or_jun_or_nov,536,2,-1,0,unknown,no
33,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,511,yes,no,unknown,21,may,304,2,-1,0,unknown,no
38,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,3913,yes,no,cellular_or_telephone,20,apr_or_feb,196,2,315,2,failure,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1097,yes,no,unknown,12,may,298,2,-1,0,unknown,no
54,retired_or_student_or_unknown,divorced_or_single,tertiary,no_or_yes,6102,yes,yes,unknown,21,may,86,6,-1,0,unknown,no
51,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,340,yes,no,unknown,8,may,186,1,-1,0,unknown,no
42,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,-119,yes,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,167,3,-1,0,unknown,no
41,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,2993,yes,no,cellular_or_telephone,22,aug_or_jan_or_jul_or_jun_or_nov,24,12,-1,0,unknown,no
39,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,3575,no,yes,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,74,3,-1,0,unknown,no
38,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,361,yes,no,unknown,11,aug_or_jan_or_jul_or_jun_or_nov,601,1,-1,0,unknown,no
39,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,1072,yes,no,unknown,27,may,1168,2,-1,0,unknown,no
46,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,2904,no,no,cellular_or_telephone,20,apr_or_feb,277,2,-1,0,unknown,no
50,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,1790,no,yes,cellular_or_telephone,6,apr_or_feb,748,3,-1,0,unknown,no
33,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,86,yes,no,unknown,19,may,364,1,-1,0,unknown,no
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1633,yes,no,unknown,19,may,229,3,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,tertiary,no_or_yes,8312,no,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,43,13,-1,0,unknown,no
34,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,172,no,no,cellular_or_telephone,15,aug_or_jan_or_jul_or_jun_or_nov,177,1,-1,0,unknown,yes
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,0,yes,no,cellular_or_telephone,7,aug_or_jan_or_jul_or_jun_or_nov,262,1,99,2,success,yes
36,admin._or_housemaid_or_management,married,tertiary,no_or_yes,222,yes,no,cellular_or_telephone,6,may,317,1,169,2,failure,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,109,no,no,unknown,20,aug_or_jan_or_jul_or_jun_or_nov,402,22,-1,0,unknown,no
40,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,1451,no,no,cellular_or_telephone,1,aug_or_jan_or_jul_or_jun_or_nov,314,1,-1,0,unknown,yes
41,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1066,no,no,cellular_or_telephone,11,apr_or_feb,109,3,-1,0,unknown,yes
52,admin._or_housemaid_or_management,married,tertiary,no_or_yes,3163,no,no,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,56,6,-1,0,unknown,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,888,yes,no,unknown,12,may,169,2,-1,0,unknown,no
48,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,428,yes,no,cellular_or_telephone,18,may,127,1,-1,0,unknown,no
33,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,106,no,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,175,3,-1,0,unknown,no
44,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,12,aug_or_jan_or_jul_or_jun_or_nov,56,2,-1,0,unknown,no
55,admin._or_housemaid_or_management,married,tertiary,no_or_yes,979,no,yes,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,123,1,-1,0,unknown,no
51,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,2662,no,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,148,2,-1,0,unknown,no
34,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,84,no,no,cellular_or_telephone,5,apr_or_feb,231,1,-1,0,unknown,no
58,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,5920,yes,no,cellular_or_telephone,23,aug_or_jan_or_jul_or_jun_or_nov,255,1,-1,0,unknown,no
39,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,816,yes,no,cellular_or_telephone,27,aug_or_jan_or_jul_or_jun_or_nov,37,3,-1,0,unknown,no
27,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,3276,no,no,cellular_or_telephone,5,aug_or_jan_or_jul_or_jun_or_nov,106,1,110,2,other,no
55,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,2,yes,no,unknown,19,may,95,1,-1,0,unknown,no
35,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,-51,no,no,unknown,2,aug_or_jan_or_jul_or_jun_or_nov,134,2,-1,0,unknown,no
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,3315,yes,no,cellular_or_telephone,9,apr_or_feb,820,2,-1,0,unknown,no
52,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,196,yes,yes,cellular_or_telephone,24,apr_or_feb,116,1,273,3,failure,no
41,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,552,yes,no,cellular_or_telephone,12,may,463,1,-1,0,unknown,no
52,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,2347,no,yes,cellular_or_telephone,12,aug_or_jan_or_jul_or_jun_or_nov,603,3,-1,0,unknown,no
34,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,3723,yes,no,unknown,27,may,47,5,-1,0,unknown,no
53,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,255,no,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,126,1,-1,0,unknown,no
33,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,3143,no,no,cellular_or_telephone,29,aug_or_jan_or_jul_or_jun_or_nov,421,2,-1,0,unknown,yes
47,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,unknown,26,aug_or_jan_or_jul_or_jun_or_nov,174,8,-1,0,unknown,no
35,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,6411,yes,yes,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,144,1,266,2,failure,no
33,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,1909,no,no,cellular_or_telephone,8,aug_or_jan_or_jul_or_jun_or_nov,191,2,-1,0,unknown,no
55,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,3873,no,no,cellular_or_telephone,21,apr_or_feb,222,1,-1,0,unknown,no
58,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,1013,yes,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,206,1,461,1,failure,yes
44,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,262,yes,no,cellular_or_telephone,9,aug_or_jan_or_jul_or_jun_or_nov,74,1,-1,0,unknown,no
25,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,3217,yes,no,unknown,28,may,24,1,-1,0,unknown,no
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,5436,yes,no,cellular_or_telephone,6,may,7,11,351,1,failure,no
41,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,2067,yes,no,cellular_or_telephone,15,may,493,7,-1,0,unknown,no
34,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,215,no,no,cellular_or_telephone,3,dec_or_mar_or_oct_or_sep,350,3,-1,0,unknown,yes
36,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1594,no,no,unknown,6,aug_or_jan_or_jul_or_jun_or_nov,250,3,-1,0,unknown,no
44,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,134,no,no,cellular_or_telephone,28,aug_or_jan_or_jul_or_jun_or_nov,86,4,-1,0,unknown,no
34,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,262,no,no,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,371,1,-1,0,unknown,no
56,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,3021,no,no,unknown,9,aug_or_jan_or_jul_or_jun_or_nov,419,2,-1,0,unknown,no
43,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,388,yes,no,unknown,8,may,2087,2,-1,0,unknown,yes
28,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,3412,yes,no,cellular_or_telephone,15,may,22,4,-1,0,unknown,no
54,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,1291,yes,no,unknown,5,may,266,1,-1,0,unknown,no
37,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,79,no,no,cellular_or_telephone,21,aug_or_jan_or_jul_or_jun_or_nov,191,1,-1,0,unknown,no
59,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,2013,no,no,cellular_or_telephone,19,apr_or_feb,222,4,94,2,success,yes
58,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,543,no,yes,cellular_or_telephone,17,aug_or_jan_or_jul_or_jun_or_nov,264,3,-1,0,unknown,no
56,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,1016,yes,no,unknown,9,aug_or_jan_or_jul_or_jun_or_nov,184,5,-1,0,unknown,no
32,blue-collar,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,604,no,yes,cellular_or_telephone,28,may,95,3,-1,0,unknown,no
42,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,525,no,no,cellular_or_telephone,13,aug_or_jan_or_jul_or_jun_or_nov,127,2,-1,0,unknown,no
52,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,353,no,no,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,395,4,-1,0,unknown,no
46,admin._or_housemaid_or_management,married,tertiary,no_or_yes,964,yes,no,cellular_or_telephone,8,apr_or_feb,174,1,-1,0,unknown,no
37,admin._or_housemaid_or_management,married,tertiary,no_or_yes,3913,yes,no,cellular_or_telephone,27,apr_or_feb,124,1,-1,0,unknown,yes
39,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,879,yes,no,unknown,26,may,102,2,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,314,yes,no,cellular_or_telephone,17,apr_or_feb,279,1,-1,0,unknown,no
59,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,0,no,no,cellular_or_telephone,27,aug_or_jan_or_jul_or_jun_or_nov,76,11,-1,0,unknown,no
38,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,1370,yes,no,cellular_or_telephone,11,may,472,2,-1,0,unknown,no
58,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,37,no,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,84,11,-1,0,unknown,no
34,admin._or_housemaid_or_management,divorced_or_single,tertiary,no_or_yes,673,yes,yes,cellular_or_telephone,20,aug_or_jan_or_jul_or_jun_or_nov,271,1,184,1,failure,no
40,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,-342,yes,no,unknown,26,may,754,1,-1,0,unknown,no
20,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,291,no,no,cellular_or_telephone,11,may,172,5,371,5,failure,no
34,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,209,yes,yes,cellular_or_telephone,8,apr_or_feb,375,2,-1,0,unknown,no
31,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,tertiary,no_or_yes,438,yes,no,cellular_or_telephone,12,aug_or_jan_or_jul_or_jun_or_nov,130,2,-1,0,unknown,no
39,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,1242,yes,no,unknown,12,may,303,3,-1,0,unknown,no
34,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,tertiary,no_or_yes,355,yes,no,unknown,16,may,261,1,-1,0,unknown,no
24,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,204,yes,yes,cellular_or_telephone,17,apr_or_feb,229,3,-1,0,unknown,no
41,admin._or_housemaid_or_management,married,tertiary,no_or_yes,10758,yes,no,cellular_or_telephone,1,aug_or_jan_or_jul_or_jun_or_nov,288,1,-1,0,unknown,no
40,admin._or_housemaid_or_management,married,tertiary,no_or_yes,5,yes,no,cellular_or_telephone,18,aug_or_jan_or_jul_or_jun_or_nov,219,3,-1,0,unknown,no
45,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,410,yes,no,unknown,30,may,891,4,-1,0,unknown,yes
36,admin._or_housemaid_or_management,married,tertiary,no_or_yes,605,yes,no,unknown,26,may,204,1,-1,0,unknown,no
53,admin._or_housemaid_or_management,married,tertiary,no_or_yes,4,no,no,unknown,20,aug_or_jan_or_jul_or_jun_or_nov,19,6,-1,0,unknown,no
23,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,8494,no,no,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,158,2,-1,0,unknown,no
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,198,yes,no,unknown,8,may,314,1,-1,0,unknown,no
48,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,841,yes,no,unknown,19,may,215,1,-1,0,unknown,no
34,admin._or_housemaid_or_management,married,tertiary,no_or_yes,8,no,no,cellular_or_telephone,25,aug_or_jan_or_jul_or_jun_or_nov,169,4,-1,0,unknown,no
36,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,470,yes,no,cellular_or_telephone,31,aug_or_jan_or_jul_or_jun_or_nov,101,4,-1,0,unknown,no
43,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,520,yes,no,unknown,20,may,15,13,-1,0,unknown,no
36,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,439,yes,no,unknown,21,may,260,5,-1,0,unknown,no
49,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,-454,yes,no,cellular_or_telephone,14,may,558,1,-1,0,unknown,yes
55,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,466,no,no,unknown,17,aug_or_jan_or_jul_or_jun_or_nov,287,4,-1,0,unknown,no
53,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,665,yes,no,cellular_or_telephone,22,apr_or_feb,371,2,-1,0,unknown,yes
42,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,994,yes,no,cellular_or_telephone,11,aug_or_jan_or_jul_or_jun_or_nov,149,1,78,5,failure,yes
45,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,5346,yes,yes,unknown,21,dec_or_mar_or_oct_or_sep,187,1,-1,0,unknown,yes
31,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,1243,yes,no,unknown,21,may,32,1,-1,0,unknown,no
32,admin._or_housemaid_or_management,married,tertiary,no_or_yes,0,yes,no,unknown,5,may,138,1,-1,0,unknown,no
36,blue-collar,married,primary_or_secondary_or_unknown,no_or_yes,2357,yes,no,unknown,17,aug_or_jan_or_jul_or_jun_or_nov,228,2,-1,0,unknown,no
56,retired_or_student_or_unknown,married,primary_or_secondary_or_unknown,no_or_yes,1044,no,no,cellular_or_telephone,3,aug_or_jan_or_jul_or_jun_or_nov,353,2,-1,0,unknown,yes
46,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,1069,yes,no,unknown,8,may,45,2,-1,0,unknown,no
41,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,231,no,no,cellular_or_telephone,9,aug_or_jan_or_jul_or_jun_or_nov,76,2,-1,0,unknown,no
31,admin._or_housemaid_or_management,married,primary_or_secondary_or_unknown,no_or_yes,0,yes,yes,unknown,6,may,144,2,-1,0,unknown,no
32,entrepreneur_or_self-employed_or_services_or_technician_or_unemployed,married,primary_or_secondary_or_unknown,no_or_yes,266,yes,no,cellular_or_telephone,19,aug_or_jan_or_jul_or_jun_or_nov,168,2,-1,0,unknown,no
38,admin._or_housemaid_or_management,married,tertiary,no_or_yes,-70,yes,no,cellular_or_telephone,30,aug_or_jan_or_jul_or_jun_or_nov,140,1,2,3,other,no
49,retired_or_student_or_unknown,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,25824,no,no,unknown,17,aug_or_jan_or_jul_or_jun_or_nov,94,1,-1,0,unknown,no
46,admin._or_housemaid_or_management,divorced_or_single,primary_or_secondary_or_unknown,no_or_yes,538,no,no,unknown,17,aug_or_jan_or_jul_or_jun_or_nov,118,3,-1,0,unknown,no
